"Date","Open","High","Low","Close"
"17 Mar 2016","7557.4","7585.3","7479.4","7512.55"
"16 Mar 2016","7457.05","7508","7405.15","7498.75"
"15 Mar 2016","7535.85","7545.2","7452.8","7460.60"
"14 Mar 2016","7542.6","7583.7","7515.05","7538.75"
"11 Mar 2016","7484.85","7543.95","7460.6","7510.20"
"10 Mar 2016","7545.35","7547.1","7447.4","7486.15"
"09 Mar 2016","7436.1","7539","7424.3","7531.80"
"08 Mar 2016","7486.4","7527.15","7442.15","7485.30"
"04 Mar 2016","7505.4","7505.9","7444.1","7485.35"
"03 Mar 2016","7429.55","7483.95","7406.05","7475.60"
"02 Mar 2016","7321.7","7380.35","7308.15","7368.85"
"01 Mar 2016","7038.25","7235.5","7035.1","7222.30"
"29 Feb 2016","7050.45","7094.6","6825.8","6987.05"
"26 Feb 2016","7039.3","7052.9","6985.1","7029.75"
"25 Feb 2016","7029.85","7034.2","6961.4","6970.60"
"24 Feb 2016","7075","7090.8","7009.75","7018.70"
"23 Feb 2016","7240.3","7241.7","7090.7","7109.55"
"22 Feb 2016","7208.85","7252.4","7200.7","7234.55"
"19 Feb 2016","7170.55","7226.85","7145.95","7210.75"
"18 Feb 2016","7177.4","7215.1","7127.85","7191.75"
"17 Feb 2016","7058.85","7123.7","6960.65","7108.45"
"16 Feb 2016","7201.25","7204.65","7037.7","7048.25"
"15 Feb 2016","7057.35","7182.8","7056.8","7162.95"
"12 Feb 2016","7023.65","7034.8","6869","6980.95"
"11 Feb 2016","7203.6","7208.65","6959.95","6976.35"
"10 Feb 2016","7264.3","7271.85","7177.75","7215.70"
"09 Feb 2016","7303.95","7323.45","7275.15","7298.20"
"08 Feb 2016","7489.7","7512.55","7363.2","7387.25"
"05 Feb 2016","7418.25","7503.15","7406.65","7489.10"
"04 Feb 2016","7411.45","7457.05","7365.95","7404.00"
"03 Feb 2016","7392.45","7419.4","7350.3","7361.80"
"02 Feb 2016","7566.65","7576.3","7428.05","7455.55"
"01 Feb 2016","7589.5","7600.45","7541.25","7555.95"
"29 Jan 2016","7413.35","7575.65","7402.8","7563.55"
"28 Jan 2016","7426.5","7468.85","7409.6","7424.65"
"27 Jan 2016","7469.6","7477.9","7419.7","7437.75"
"25 Jan 2016","7468.75","7487.15","7421.2","7436.15"
"22 Jan 2016","7355.7","7433.4","7327.6","7422.45"
"21 Jan 2016","7376.65","7398.7","7250","7276.80"
"20 Jan 2016","7357","7470.9","7241.5","7309.30"
"19 Jan 2016","7381.8","7462.75","7364.15","7435.10"
"18 Jan 2016","7420.35","7463.65","7336.4","7351.00"
"15 Jan 2016","7561.65","7566.5","7427.3","7437.80"
"14 Jan 2016","7467.4","7604.8","7443.8","7536.80"
"13 Jan 2016","7557.9","7590.95","7425.8","7562.40"
"12 Jan 2016","7587.2","7588.3","7487.8","7510.30"
"11 Jan 2016","7527.45","7605.1","7494.35","7563.85"
"08 Jan 2016","7611.65","7634.1","7581.05","7601.35"
"07 Jan 2016","7673.35","7674.95","7556.6","7568.30"
"06 Jan 2016","7788.05","7800.95","7721.2","7741.00"
"05 Jan 2016","7828.4","7831.2","7763.25","7784.65"
"04 Jan 2016","7924.55","7937.55","7781.1","7791.30"
"01 Jan 2016","7938.45","7972.55","7909.8","7963.20"
